Book_title,price,shipping_price,book_quantity,cover_type,book_condition,Author,published_by,published_year,seller_name,seller_location,seller_rate,seller_country
The Great Railway Bazaar: By Train Through Asia (Penguin Books),3.09,8.03,1,Softcover,Good,"Theroux, Paul","Penguin Books Ltd,",1977,Reuseabook,"Gloucester, GLOS, United Kingdom",5, United Kingdom
Irritable Bowel Syndrome IBS (Understanding) (Family Doctor Books),3.09,8.03,2,Softcover,Very good,Kieran J. Moriarty,"Family Doctor Publications Ltd,",2010,Reuseabook,"Gloucester, GLOS, United Kingdom",5, United Kingdom
Big Book of Campervan (Big Books),3.14,8.03,1,Hardcover,Good,Steve Lumley,"Demand Media Limited,",2013,Reuseabook,"Gloucester, GLOS, United Kingdom",5, United Kingdom
Daisy and the Trouble with Piggy Banks (Daisy Books),3.09,8.03,1,Softcover,Good,"Gray, Kes","Red Fox,",2015,Reuseabook,"Gloucester, GLOS, United Kingdom",5, United Kingdom
The Little Book of Gardening Tips (Little Books of Tips),3.09,8.03,1,Softcover,Good,William Fortt,"Absolute Press,",2006,Reuseabook,"Gloucester, GLOS, United Kingdom",5, United Kingdom
The Secret Pilgrim (Coronet Books),3.09,8.03,1,Softcover,Good,"Le Carr?, John","Coronet,",1994,Reuseabook,"Gloucester, GLOS, United Kingdom",5, United Kingdom
The Ordnance Survey Puzzle Tour of Britain: A Journey Around Britain in Puzzles (Puzzle Books),3.09,8.03,3,Softcover,Good,"Ordnance Survey and Moore, Dr Gareth","Trapeze,",2019,Reuseabook,"Gloucester, GLOS, United Kingdom",5, United Kingdom
The Ha Ha Bonk Book (Young Puffin Books),3.09,8.03,1,Softcover,Fair,"Ahlberg, Janet","Puffin,",1982,Reuseabook,"Gloucester, GLOS, United Kingdom",5, United Kingdom
Star Wars The Last Jedi Book and Model (Star Wars Construction Books),3.09,8.03,2,Hardcover,Very good,Unknown Author,"Egmont,",2017,Reuseabook,"Gloucester, GLOS, United Kingdom",5, United Kingdom
The Little Book of Gardening Tips (Little Books of Tips),3.09,8.03,1,Softcover,Very good,William Fortt,"Absolute Press,",2006,Reuseabook,"Gloucester, GLOS, United Kingdom",5, United Kingdom
"This Year It Will Be Different by Maeve Binchy, General Fiction Books",3.09,8.03,2,Softcover,Very good,Maeve Binchy,"Orion,",2012,Reuseabook,"Gloucester, GLOS, United Kingdom",5, United Kingdom
Mr Wolf (Picture Flats Portrait - Igloo Books Ltd),3.09,8.03,3,Softcover,Good,Igloo Books,"Igloo Books,",2014,Reuseabook,"Gloucester, GLOS, United Kingdom",5, United Kingdom
Other People's Trades (Abacus Books),3.1,8.03,1,Softcover,Good,"Levi, Primo","Abacus,",1999,Reuseabook,"Gloucester, GLOS, United Kingdom",5, United Kingdom
Other People's Trades (Abacus Books),3.1,8.03,1,Softcover,Very good,"Levi, Primo","Abacus,",1999,Reuseabook,"Gloucester, GLOS, United Kingdom",5, United Kingdom
The Golden Goose: Small Book (PELICAN BIG BOOKS),3.14,8.03,2,Softcover,Good,"Mason, James and Body, Wendy","Longman,",1998,Reuseabook,"Gloucester, GLOS, United Kingdom",5, United Kingdom
The Course Companion for BHS Stages III and IV (Books for British Horse Society Examination),3.14,8.03,2,Softcover,Good,Maxine Cave,"J.A.Allen and Co Ltd,",1999,Reuseabook,"Gloucester, GLOS, United Kingdom",5, United Kingdom
Heroes and Contemporaries (Panther Books),3.14,8.03,1,Softcover,Very good,"Hodgson, Derek","HarperCollins,",1985,Reuseabook,"Gloucester, GLOS, United Kingdom",5, United Kingdom
Calligraphy Projects (Usborne Calligraphy Books),3.33,8.03,1,Softcover,Good,"Watt, Fiona and Rowley, Anna","Usborne Publishing Ltd,",1994,Reuseabook,"Gloucester, GLOS, United Kingdom",5, United Kingdom
Great Railway Adventure (Coronet Books),3.33,8.03,1,Softcover,Very good,"Portway, Christopher","Coronet Books,",1985,Reuseabook,"Gloucester, GLOS, United Kingdom",5, United Kingdom
The Computer Nut (Puffin Story Books),3.33,8.03,1,Softcover,Good,"Byars, Betsy","Puffin Books,",1986,Reuseabook,"Gloucester, GLOS, United Kingdom",5, United Kingdom
"Anna, Grandpa and the Big Storm (Young Puffin Books)",3.33,8.03,1,Softcover,Good,"Stevens, Carla","Puffin Books,",1985,Reuseabook,"Gloucester, GLOS, United Kingdom",5, United Kingdom
Heroes and Contemporaries (Panther Books),3.14,8.03,1,Softcover,Good,"Hodgson, Derek","HarperCollins,",1985,Reuseabook,"Gloucester, GLOS, United Kingdom",5, United Kingdom
The Little Book of Pasta Recipes (Little recipe books),3.33,8.03,1,Hardcover,Good,"Bellefontaine, Jacqueline and etc.","Grange Books Ltd,",1993,Reuseabook,"Gloucester, GLOS, United Kingdom",5, United Kingdom
The Wheels on the Bus (Toddler Books),3.33,8.03,1,Softcover,Very good,"Dann, Penny","Orchard Books,",1998,Reuseabook,"Gloucester, GLOS, United Kingdom",5, United Kingdom
Worcestershire: A Little Souvenir (Little Souvenir Books),3.33,8.03,1,Hardcover,Good,"Ruler, Philip","Chris Andrews Publications,",2007,Reuseabook,"Gloucester, GLOS, United Kingdom",5, United Kingdom
Curse of Seal Valley (Carousel Books),3.01,8.03,1,Softcover,Good,"Stranger, Joyce","Corgi,",1982,"Jt,s junk box","Newcastle, STAFF, United Kingdom",5, United Kingdom
Pregnancy and Childbirth (Penguin health books),3.14,8.03,1,Softcover,Good,"Kitzinger, Sheila","Penguin Books Ltd,",1989,Reuseabook,"Gloucester, GLOS, United Kingdom",5, United Kingdom
Ten Little Unicorns (3D Counting Books),3.14,8.03,1,Hardcover,Fair,"That, Imagine and Linn, Susie","Imagine That Publishing,",2018,Reuseabook,"Gloucester, GLOS, United Kingdom",5, United Kingdom
WYNFORD VAUGHAN-THOMAS\S WALES (MERMAID BOOKS),3.14,8.03,1,Softcover,Good,WYNFORD VAUGHAN-THOMAS,"MERMAID BOOKS,",1983,Reuseabook,"Gloucester, GLOS, United Kingdom",5, United Kingdom
"Make, Bake and Decorate Cupcakes (Cook Books)",3.14,8.03,1,Hardcover,Very good,Nancy Lambert,"Top That Publishing Ltd,",2011,Reuseabook,"Gloucester, GLOS, United Kingdom",5, United Kingdom
WYNFORD VAUGHAN-THOMAS\S WALES (MERMAID BOOKS),3.14,8.03,1,Softcover,Very good,WYNFORD VAUGHAN-THOMAS,"MERMAID BOOKS,",1983,Reuseabook,"Gloucester, GLOS, United Kingdom",5, United Kingdom
The 30-minute Cook: The Best of the Worlds Quick Cooking (Penguin cookery books),3.14,8.03,1,Softcover,Good,"Slater, Nigel","Penguin Books Ltd,",1996,Reuseabook,"Gloucester, GLOS, United Kingdom",5, United Kingdom
A Treasury of Classic Stories (Large Gift Books),3.14,8.03,1,Hardcover,Very good,"Nesbitt, E. and et al","Ladybird Books Ltd,",1995,Reuseabook,"Gloucester, GLOS, United Kingdom",5, United Kingdom
The Tale of Two Bad Mice (The original Peter Rabbit books),3.09,8.03,1,Hardcover,Good,"Potter, Beatrix","Godfrey Cave Associates Ltd,",1993,Reuseabook,"Gloucester, GLOS, United Kingdom",5, United Kingdom
Round Ireland in Low Gear (Picador Books),3.09,8.03,1,Softcover,Good,"Newby, Eric","Picador,",1988,Reuseabook,"Gloucester, GLOS, United Kingdom",5, United Kingdom
The Tale of Benjamin Bunny (The original Peter Rabbit books),3.09,8.03,1,Hardcover,Good,"Potter, Beatrix","Godfrey Cave Associates Ltd,",1993,Reuseabook,"Gloucester, GLOS, United Kingdom",5, United Kingdom
Back to the Roots (Arena Books),3.09,8.03,1,Softcover,Very good,"Mabey, Richard and Greenoak, Francesca","Arrow Bks.,",1983,Reuseabook,"Gloucester, GLOS, United Kingdom",5, United Kingdom
"The ""Big Read"": The Book of Books (Big Read 2003)",3.09,8.03,2,Softcover,Good,Nicky Munro (Editor),"DK,",2003,Reuseabook,"Gloucester, GLOS, United Kingdom",5, United Kingdom
The Tale of Timmy Tiptoes (The Original Peter Rabbit Books),3.09,8.03,1,Hardcover,Good,"Potter, Beatrix","Warne,",1987,Reuseabook,"Gloucester, GLOS, United Kingdom",5, United Kingdom
Telling the Time (My First Learning Books),3.09,8.03,1,Hardcover,Good,"Bradbury, Lynne","Ladybird Books Ltd,",1990,Reuseabook,"Gloucester, GLOS, United Kingdom",5, United Kingdom
Five Go Off in a Caravan (Knight Books),3.09,8.03,1,Softcover,Fair,"Blyton, Enid","Knight,",1978,Reuseabook,"Gloucester, GLOS, United Kingdom",5, United Kingdom
Peas and Tickles (Daisy Colour Reader) (Daisy Picture Books),3.09,8.03,1,Softcover,Good,"Gray, Kes","Red Fox Picture Books,",2013,Reuseabook,"Gloucester, GLOS, United Kingdom",5, United Kingdom
Dr Xargles Book of Earthlets (Andersen Press Picture Books),3.09,8.03,1,Softcover,Good,"Willis, Jeanne","Andersen,",2002,Reuseabook,"Gloucester, GLOS, United Kingdom",5, United Kingdom
Art Deco Designs (Design Source Books),3.09,8.03,1,Softcover,Good,Elaine Hill,"Search Press Ltd,",2003,Reuseabook,"Gloucester, GLOS, United Kingdom",5, United Kingdom
A Short Walk in the Hindu Kush (Picador Books),3.09,8.03,2,Softcover,Good,"Newby, Eric","Picador,",1981,Reuseabook,"Gloucester, GLOS, United Kingdom",5, United Kingdom
The Dragonsitter Disasters: 3 Books in 1 (The Dragonsitter series),3.09,8.03,1,Softcover,Good,"Lacey, Josh","Andersen Press,",2014,Reuseabook,"Gloucester, GLOS, United Kingdom",5, United Kingdom
Animal Stories For 7 Year Olds (Macmillan Childrens Books Story Collections),3.09,8.03,1,Softcover,Very good,"Paiba, Helen","Macmillan Childrens Books,",2018,Reuseabook,"Gloucester, GLOS, United Kingdom",5, United Kingdom
Pull the Tab - Tell the Time (Pull-the-Tab Books),3.09,8.03,1,Hardcover,Very good,Susan Mayes,"Top That Publishing,",2014,Reuseabook,"Gloucester, GLOS, United Kingdom",5, United Kingdom
"The ""Big Read"": The Book of Books (Big Read 2003)",3.09,8.03,3,Softcover,Very good,Nicky Munro (Editor),"DK,",2003,Reuseabook,"Gloucester, GLOS, United Kingdom",5, United Kingdom
Would You Rather for Teens: The Ultimate Game Book For Teens Filled With Hilariously Challenging Questions and Silly Scenarios That The Whole Family Will Love!: 3 (Would You Rather Game Books),3.09,8.03,2,Softcover,Very good,"Fox, Hayden","Independently published,",2019,Reuseabook,"Gloucester, GLOS, United Kingdom",5, United Kingdom
Childrens Miscellany: Volume 2: More Useless Information Thats Essential to Know: v. 2 (Buster Books),3.09,8.03,2,Hardcover,Very good,"Enright, Dominique","Buster Books,",2005,Reuseabook,"Gloucester, GLOS, United Kingdom",5, United Kingdom
Horse and Pony Care (Coffee Table Books),3.14,8.03,1,Hardcover,Good,Mike Janson and Juliana Kemball Williams,"Parragon Plus,",2004,Reuseabook,"Gloucester, GLOS, United Kingdom",5, United Kingdom
The Golden Goose: Small Book (PELICAN BIG BOOKS),3.14,8.03,1,Softcover,Good,"Mason, James and Body, Wendy","Longman,",1998,Reuseabook,"Gloucester, GLOS, United Kingdom",5, United Kingdom
You Wouldnt Want to Live Without Books!,3.14,8.03,1,Softcover,Good,Alex Woolf,"Book House,",2015,Reuseabook,"Gloucester, GLOS, United Kingdom",5, United Kingdom
You Wouldnt Want to Live Without Books!,3.14,8.03,1,Softcover,Very good,Alex Woolf,"Book House,",2015,Reuseabook,"Gloucester, GLOS, United Kingdom",5, United Kingdom
The Whales Song (Red Fox Picture Books),3.09,8.03,3,Softcover,Good,"Sheldon, Dyan","Red Fox,",1993,Reuseabook,"Gloucester, GLOS, United Kingdom",5, United Kingdom
PhilipPullman: TheRubyintheSmoke (Point) English Books(Chinese Edition),3.09,8.03,1,Softcover,Good,Philip Pullman,"Scholastic Point; Revised edition,",2000,Reuseabook,"Gloucester, GLOS, United Kingdom",5, United Kingdom
What's Life All About (Little Black Books),3.09,8.03,1,Softcover,Good,Scott Petty,"Matthias Media,",2010,Reuseabook,"Gloucester, GLOS, United Kingdom",5, United Kingdom
In Between the Sheets (Picador Books),3.09,8.03,1,Softcover,Good,"McEwan, Ian","Picador,",1979,Reuseabook,"Gloucester, GLOS, United Kingdom",5, United Kingdom
The Profession of Violence: Rise and Fall of the Kray Twins (Panther Books),3.09,8.03,1,Softcover,Good,"Pearson, John","Grafton,",1985,Reuseabook,"Gloucester, GLOS, United Kingdom",5, United Kingdom
Skin and Other Stories (Puffin Teenage Books),3.09,8.03,1,Softcover,Good,"Dahl, Roald","Puffin,",2009,Reuseabook,"Gloucester, GLOS, United Kingdom",5, United Kingdom
Pull the Tab - Tell the Time (Pull-the-Tab Books),3.09,8.03,2,Hardcover,Good,Susan Mayes,"Top That Publishing,",2014,Reuseabook,"Gloucester, GLOS, United Kingdom",5, United Kingdom
Martins Mice (Young Puffin Story Books),3.09,8.03,1,Softcover,Good,"King-Smith, Dick","Puffin,",2004,Reuseabook,"Gloucester, GLOS, United Kingdom",5, United Kingdom
Something Wholesale: My Life and Times in the Rag Trade (Picador Books),3.09,8.03,1,Softcover,Good,"Newby, Eric","Picador,",1985,Reuseabook,"Gloucester, GLOS, United Kingdom",5, United Kingdom
Girl With Dove: A Life Built By Books,3.09,8.03,2,Softcover,Good,"Bayley, Sally","William Collins,",2019,Reuseabook,"Gloucester, GLOS, United Kingdom",5, United Kingdom
Modern Manners (Paladin Books),3.09,8.03,1,Softcover,Good,"ORourke, P. J.","HarperCollins,",1993,Reuseabook,"Gloucester, GLOS, United Kingdom",5, United Kingdom
Bowels (Understanding) (Family Doctor Books),3.09,8.03,1,Softcover,Good,K.W. Heaton,"Family Doctor Publications Ltd,",2006,Reuseabook,"Gloucester, GLOS, United Kingdom",5, United Kingdom
Merlin and the Search for Roman Britain (Puffin Adventure Puzzle Books),3.09,8.03,1,Softcover,Very good,"Brown, Clive","Puffin Books,",1993,Reuseabook,"Gloucester, GLOS, United Kingdom",5, United Kingdom
Cream Cake (Red Fox picture books),3.09,8.03,1,Softcover,Good,"Barton, Chris","Red Fox,",1994,Reuseabook,"Gloucester, GLOS, United Kingdom",5, United Kingdom
Please Mrs Butler: Verses (Puffin Books),3.09,8.03,1,Softcover,Good,"Ahlberg, Allan","Puffin,",1984,Reuseabook,"Gloucester, GLOS, United Kingdom",5, United Kingdom
Mind-Bending Classic Word Puzzles (Mind Bending Puzzle Books),3.09,8.03,2,Hardcover,Good,Jenny Lynch,"Lagoon Books,",1995,Reuseabook,"Gloucester, GLOS, United Kingdom",5, United Kingdom
Ozma of Oz (Puffin Books),3.09,8.03,1,Softcover,Good,"Baum, L. F.","Puffin Books,",1985,Reuseabook,"Gloucester, GLOS, United Kingdom",5, United Kingdom
Wouldn't You Like to Know (Puffin Books),3.09,8.03,1,Softcover,Good,"Rosen, Michael","Puffin Books,",1981,Reuseabook,"Gloucester, GLOS, United Kingdom",5, United Kingdom
The Magic Key: Anneena Academy (The magic key story books),3.09,8.03,1,Softcover,Good,"Mongredien, Sue","Oxford University Press,",2001,Reuseabook,"Gloucester, GLOS, United Kingdom",5, United Kingdom
Angina and Heart Attacks (Understanding) (Family Doctor Books),3.09,8.03,1,Softcover,Good,Christopher Davidson,"Family Doctor Publications Ltd,",2007,Reuseabook,"Gloucester, GLOS, United Kingdom",5, United Kingdom
Joy to the World (Christmas Board Books),3.09,8.03,2,Hardcover,Very good,Jesslyn DeBoer,"Candle Books,",2002,Reuseabook,"Gloucester, GLOS, United Kingdom",5, United Kingdom
Jingle Bell Jokes for Funny Kids (Buster Laugh-a-lot Books),3.09,8.03,1,Softcover,Very good,"Panton, Gary","Buster Books,",2024,Reuseabook,"Gloucester, GLOS, United Kingdom",5, United Kingdom
Wouldn't You Like to Know (Puffin Books),3.09,8.03,1,Softcover,Very good,"Rosen, Michael","Puffin Books,",1981,Reuseabook,"Gloucester, GLOS, United Kingdom",5, United Kingdom
The Magic Key: Anneena Academy (The magic key story books),3.09,8.03,1,Softcover,Very good,"Mongredien, Sue","Oxford University Press,",2001,Reuseabook,"Gloucester, GLOS, United Kingdom",5, United Kingdom
Cream Cake (Red Fox picture books),3.09,8.03,1,Softcover,Very good,"Barton, Chris","Red Fox,",1994,Reuseabook,"Gloucester, GLOS, United Kingdom",5, United Kingdom
Thats Not My Bunny (Touchy-Feely Board Books),3.09,8.03,2,Hardcover,Very good,Fiona Watt,"Usborne Publishing Ltd,",2005,Reuseabook,"Gloucester, GLOS, United Kingdom",5, United Kingdom
